,지점,지점명,일시,평균기온(℃),최저기온(℃),최고기온(℃)
32210,108,서울,1997-02-11,-3.0,-6.3,1.8
32211,108,서울,1997-02-12,-2.9,-6.1,1.2
32212,108,서울,1997-02-13,-1.3,-6.2,4.0
32213,108,서울,1997-02-14,1.6,-4.3,6.7
32214,108,서울,1997-02-15,4.3,1.0,8.2
32215,108,서울,1997-02-16,-4.0,-7.1,2.0
32216,108,서울,1997-02-17,-2.9,-6.9,1.7
32217,108,서울,1997-02-18,-2.2,-5.0,2.1
32218,108,서울,1997-02-19,0.5,-5.2,6.0
32219,108,서울,1997-02-20,3.7,-0.2,9.0
32220,108,서울,1997-02-21,-0.1,-3.0,3.4
32221,108,서울,1997-02-22,-0.1,-6.3,6.3
32222,108,서울,1997-02-23,2.8,-3.2,9.5
32223,108,서울,1997-02-24,6.0,-1.3,12.5
32224,108,서울,1997-02-25,5.6,4.3,7.6
32225,108,서울,1997-02-26,6.6,1.9,12.3
32226,108,서울,1997-02-27,8.7,3.6,15.1
32227,108,서울,1997-02-28,6.2,3.3,8.7
32228,108,서울,1997-03-01,2.9,-0.2,7.7
32229,108,서울,1997-03-02,0.6,-2.1,4.6
32230,108,서울,1997-03-03,1.0,-4.3,5.5
32231,108,서울,1997-03-04,5.1,0.9,10.1
32232,108,서울,1997-03-05,7.6,4.2,12.2
32233,108,서울,1997-03-06,6.6,5.4,8.0
32234,108,서울,1997-03-07,6.7,3.7,11.4
32235,108,서울,1997-03-08,5.9,1.9,9.8
32236,108,서울,1997-03-09,8.7,3.2,13.6
32237,108,서울,1997-03-10,8.6,5.8,11.5
32238,108,서울,1997-03-11,8.4,3.9,13.8
32239,108,서울,1997-03-12,10.7,3.8,18.0
32240,108,서울,1997-03-13,13.0,6.5,20.2
32241,108,서울,1997-03-14,7.6,3.7,11.8
32242,108,서울,1997-03-15,4.3,3.5,6.2
32243,108,서울,1997-03-16,5.0,2.0,9.8
32244,108,서울,1997-03-17,5.7,-0.1,12.7
32245,108,서울,1997-03-18,6.3,1.3,11.6
32246,108,서울,1997-03-19,9.0,1.7,15.7
32247,108,서울,1997-03-20,10.2,4.9,16.4
32248,108,서울,1997-03-21,8.4,6.1,12.6
32249,108,서울,1997-03-22,8.2,3.6,13.6
32250,108,서울,1997-03-23,5.1,1.8,8.7
32251,108,서울,1997-03-24,5.0,0.2,11.0
32252,108,서울,1997-03-25,6.5,0.9,12.9
32253,108,서울,1997-03-26,8.7,4.8,14.9
32254,108,서울,1997-03-27,9.5,4.3,15.7
32255,108,서울,1997-03-28,11.2,5.2,17.2
32256,108,서울,1997-03-29,8.0,2.6,14.1
32257,108,서울,1997-03-30,2.4,-0.1,6.9
32258,108,서울,1997-03-31,4.3,-1.4,9.1
32259,108,서울,1997-04-01,10.3,2.7,17.6
32260,108,서울,1997-04-02,9.9,8.2,12.6
32261,108,서울,1997-04-03,13.0,8.4,17.6
32262,108,서울,1997-04-04,11.2,9.7,13.1
32263,108,서울,1997-04-05,11.6,10.0,14.4
32264,108,서울,1997-04-06,9.2,7.8,10.8
32265,108,서울,1997-04-07,11.6,6.4,18.4
32266,108,서울,1997-04-08,11.8,8.5,16.9
32267,108,서울,1997-04-09,10.0,6.8,14.3
32268,108,서울,1997-04-10,10.2,5.6,15.5
32269,108,서울,1997-04-11,11.6,6.6,17.4
32270,108,서울,1997-04-12,12.3,7.0,18.6
32271,108,서울,1997-04-13,14.0,6.8,21.3
32272,108,서울,1997-04-14,14.5,9.6,20.8
32273,108,서울,1997-04-15,14.3,8.8,20.6
32274,108,서울,1997-04-16,12.4,9.1,16.9
32275,108,서울,1997-04-17,9.9,7.9,13.1
32276,108,서울,1997-04-18,12.0,6.3,17.9
32277,108,서울,1997-04-19,13.7,7.2,19.8
32278,108,서울,1997-04-20,15.7,9.0,22.3
32279,108,서울,1997-04-21,15.9,10.7,21.9
32280,108,서울,1997-04-22,14.0,8.1,20.0
32281,108,서울,1997-04-23,14.9,9.6,20.7
32282,108,서울,1997-04-24,14.1,10.0,19.6
32283,108,서울,1997-04-25,14.0,8.9,19.8
32284,108,서울,1997-04-26,14.6,9.2,20.1
32285,108,서울,1997-04-27,15.5,8.2,21.7
32286,108,서울,1997-04-28,15.6,10.6,20.3
32287,108,서울,1997-04-29,15.2,12.7,18.2
32288,108,서울,1997-04-30,15.6,11.7,21.2
32289,108,서울,1997-05-01,15.7,10.2,21.5
32290,108,서울,1997-05-02,17.3,9.9,23.5
32291,108,서울,1997-05-03,21.0,17.3,26.4
32292,108,서울,1997-05-04,16.4,14.0,19.5
32293,108,서울,1997-05-05,19.5,12.7,27.9
32294,108,서울,1997-05-06,18.0,15.7,18.9
32295,108,서울,1997-05-07,19.1,15.0,21.5
32296,108,서울,1997-05-08,12.9,11.3,16.3
32297,108,서울,1997-05-09,14.6,8.8,20.4
32298,108,서울,1997-05-10,16.1,10.8,21.5
32299,108,서울,1997-05-11,19.2,12.1,25.3
32300,108,서울,1997-05-12,18.3,16.0,21.0
32301,108,서울,1997-05-13,16.4,15.6,17.3
32302,108,서울,1997-05-14,15.8,15.0,16.8
32303,108,서울,1997-05-15,18.9,16.0,24.0
32304,108,서울,1997-05-16,17.9,14.0,22.4
32305,108,서울,1997-05-17,16.8,12.7,22.0
32306,108,서울,1997-05-18,17.8,12.6,24.0
32307,108,서울,1997-05-19,16.0,12.0,20.4
32308,108,서울,1997-05-20,14.1,10.0,19.3
32309,108,서울,1997-05-21,15.8,11.4,20.3
32310,108,서울,1997-05-22,17.2,11.8,22.8
32311,108,서울,1997-05-23,14.8,9.8,19.0
32312,108,서울,1997-05-24,13.7,9.7,19.2
32313,108,서울,1997-05-25,16.5,10.8,22.1
32314,108,서울,1997-05-26,18.4,12.7,24.4
32315,108,서울,1997-05-27,18.9,13.5,24.9
32316,108,서울,1997-05-28,18.1,15.6,21.6
32317,108,서울,1997-05-29,17.1,15.8,18.8
32318,108,서울,1997-05-30,15.9,13.6,18.4
32319,108,서울,1997-05-31,19.4,13.9,25.1
32320,108,서울,1997-06-01,18.6,14.2,27.2
32321,108,서울,1997-06-02,16.6,12.4,21.3
32322,108,서울,1997-06-03,18.4,12.7,23.8
32323,108,서울,1997-06-04,20.0,15.3,25.3
32324,108,서울,1997-06-05,17.6,15.7,20.7
32325,108,서울,1997-06-06,21.0,13.6,27.6
32326,108,서울,1997-06-07,23.1,17.2,28.8
32327,108,서울,1997-06-08,22.8,19.6,26.3
32328,108,서울,1997-06-09,22.6,19.4,27.3
32329,108,서울,1997-06-10,22.6,17.2,28.8
32330,108,서울,1997-06-11,22.6,17.2,28.8
32331,108,서울,1997-06-12,22.8,18.5,27.5
32332,108,서울,1997-06-13,24.6,18.4,30.6
32333,108,서울,1997-06-14,25.8,19.7,32.1
32334,108,서울,1997-06-15,27.1,19.9,35.0
32335,108,서울,1997-06-16,26.7,21.7,32.1
32336,108,서울,1997-06-17,26.5,20.2,33.6
32337,108,서울,1997-06-18,28.2,21.5,34.5
32338,108,서울,1997-06-19,26.7,24.0,30.9
32339,108,서울,1997-06-20,23.8,20.7,26.3
32340,108,서울,1997-06-21,24.1,21.0,28.8
32341,108,서울,1997-06-22,23.6,21.3,26.3
32342,108,서울,1997-06-23,25.1,19.6,31.0
32343,108,서울,1997-06-24,25.6,20.4,31.6
32344,108,서울,1997-06-25,21.7,20.4,24.0
32345,108,서울,1997-06-26,22.6,20.5,26.0
32346,108,서울,1997-06-27,22.0,21.0,23.6
32347,108,서울,1997-06-28,26.2,21.0,32.4
32348,108,서울,1997-06-29,26.3,19.9,32.0
32349,108,서울,1997-06-30,25.7,22.5,31.1
32350,108,서울,1997-07-01,22.0,20.1,23.4
32351,108,서울,1997-07-02,24.8,22.1,28.9
32352,108,서울,1997-07-03,24.8,23.8,26.5
32353,108,서울,1997-07-04,23.5,22.1,25.2
32354,108,서울,1997-07-05,21.1,19.3,23.9
32355,108,서울,1997-07-06,19.7,18.3,23.4
32356,108,서울,1997-07-07,22.5,18.1,27.2
32357,108,서울,1997-07-08,23.9,20.1,29.3
32358,108,서울,1997-07-09,24.5,20.4,29.5
32359,108,서울,1997-07-10,26.5,20.8,31.9
32360,108,서울,1997-07-11,26.7,23.2,32.3
32361,108,서울,1997-07-12,23.0,21.1,25.2
32362,108,서울,1997-07-13,25.2,19.6,30.6
32363,108,서울,1997-07-14,25.6,22.3,30.0
32364,108,서울,1997-07-15,23.1,21.9,24.4
32365,108,서울,1997-07-16,25.3,23.0,28.7
32366,108,서울,1997-07-17,26.2,22.2,30.6
32367,108,서울,1997-07-18,26.1,22.3,30.5
32368,108,서울,1997-07-19,27.2,22.1,32.0
32369,108,서울,1997-07-20,27.8,24.2,31.5
32370,108,서울,1997-07-21,27.9,25.7,31.3
32371,108,서울,1997-07-22,28.6,24.4,33.7
32372,108,서울,1997-07-23,29.5,24.3,34.4
32373,108,서울,1997-07-24,29.7,26.3,33.0
32374,108,서울,1997-07-25,29.3,26.1,32.8
32375,108,서울,1997-07-26,30.4,25.5,36.1
32376,108,서울,1997-07-27,29.5,25.1,33.9
32377,108,서울,1997-07-28,29.3,25.7,34.1
32378,108,서울,1997-07-29,29.4,26.7,33.6
32379,108,서울,1997-07-30,28.0,24.6,32.1
32380,108,서울,1997-07-31,28.5,26.2,32.0
32381,108,서울,1997-08-01,28.7,25.7,33.7
32382,108,서울,1997-08-02,28.2,25.9,31.8
32383,108,서울,1997-08-03,25.0,22.4,28.4
32384,108,서울,1997-08-04,21.8,21.0,23.8
32385,108,서울,1997-08-05,25.1,19.6,31.0
32386,108,서울,1997-08-06,27.4,23.6,32.6
32387,108,서울,1997-08-07,27.6,23.1,32.6
32388,108,서울,1997-08-08,29.1,25.8,34.1
32389,108,서울,1997-08-09,28.4,25.4,33.0
32390,108,서울,1997-08-10,26.9,22.2,31.7
32391,108,서울,1997-08-11,27.4,24.6,31.3
32392,108,서울,1997-08-12,27.6,24.1,32.4
32393,108,서울,1997-08-13,27.7,21.8,33.2
32394,108,서울,1997-08-14,27.9,23.7,32.3
32395,108,서울,1997-08-15,27.4,21.9,32.7
32396,108,서울,1997-08-16,26.9,21.6,32.1
32397,108,서울,1997-08-17,27.3,22.2,32.4
32398,108,서울,1997-08-18,28.4,24.5,33.8
32399,108,서울,1997-08-19,26.2,24.4,29.1
32400,108,서울,1997-08-20,28.5,24.8,33.1
32401,108,서울,1997-08-21,25.1,22.3,29.6
32402,108,서울,1997-08-22,24.7,20.5,29.4
32403,108,서울,1997-08-23,25.7,21.5,30.6
32404,108,서울,1997-08-24,26.9,21.5,32.0
32405,108,서울,1997-08-25,27.1,23.9,30.8
32406,108,서울,1997-08-26,26.0,22.5,29.7
32407,108,서울,1997-08-27,26.5,23.3,31.2
32408,108,서울,1997-08-28,25.8,22.3,30.0
32409,108,서울,1997-08-29,26.4,23.7,31.2
32410,108,서울,1997-08-30,27.0,24.8,30.7
32411,108,서울,1997-08-31,27.6,25.4,30.1
32412,108,서울,1997-09-01,27.8,25.7,31.6
32413,108,서울,1997-09-02,23.9,21.2,26.7
32414,108,서울,1997-09-03,23.0,19.7,28.0
32415,108,서울,1997-09-04,23.7,18.6,29.6
32416,108,서울,1997-09-05,23.8,19.4,30.0
32417,108,서울,1997-09-06,25.6,20.1,31.9
32418,108,서울,1997-09-07,25.3,19.4,31.6
32419,108,서울,1997-09-08,24.9,19.6,31.6
32420,108,서울,1997-09-09,24.6,19.8,29.7
32421,108,서울,1997-09-10,23.4,19.8,26.7
32422,108,서울,1997-09-11,22.2,18.1,27.5
32423,108,서울,1997-09-12,20.5,17.7,22.4
32424,108,서울,1997-09-13,19.3,17.1,22.9
32425,108,서울,1997-09-14,19.4,15.6,25.4
32426,108,서울,1997-09-15,19.3,15.4,24.5
32427,108,서울,1997-09-16,18.4,15.1,22.2
32428,108,서울,1997-09-17,19.7,13.9,25.8
32429,108,서울,1997-09-18,17.6,13.3,23.7
32430,108,서울,1997-09-19,17.9,11.0,24.5
32431,108,서울,1997-09-20,17.0,13.3,22.7
32432,108,서울,1997-09-21,15.9,10.5,22.3
32433,108,서울,1997-09-22,17.8,10.3,25.1
32434,108,서울,1997-09-23,18.6,13.0,25.0
32435,108,서울,1997-09-24,18.2,12.4,24.0
32436,108,서울,1997-09-25,15.0,13.9,17.5
32437,108,서울,1997-09-26,13.9,11.9,17.0
32438,108,서울,1997-09-27,16.2,10.5,21.5
32439,108,서울,1997-09-28,16.7,11.5,21.8
32440,108,서울,1997-09-29,17.3,11.5,24.3
32441,108,서울,1997-09-30,18.3,11.9,25.3
32442,108,서울,1997-10-01,19.1,13.0,26.1
32443,108,서울,1997-10-02,19.7,14.1,26.3
32444,108,서울,1997-10-03,18.9,13.1,24.8
32445,108,서울,1997-10-04,16.6,14.0,19.7
32446,108,서울,1997-10-05,16.0,10.4,22.4
32447,108,서울,1997-10-06,15.7,9.5,21.8
32448,108,서울,1997-10-07,15.1,11.4,20.1
32449,108,서울,1997-10-08,12.0,8.9,16.5
32450,108,서울,1997-10-09,13.8,6.3,18.8
32451,108,서울,1997-10-10,16.5,10.3,22.0
32452,108,서울,1997-10-11,11.3,6.9,16.7
32453,108,서울,1997-10-12,9.7,4.4,15.3
32454,108,서울,1997-10-13,13.3,5.5,19.5
32455,108,서울,1997-10-14,14.4,11.0,19.0
32456,108,서울,1997-10-15,13.3,6.5,20.1
32457,108,서울,1997-10-16,15.2,8.5,21.7
32458,108,서울,1997-10-17,17.1,14.4,21.2
32459,108,서울,1997-10-18,14.3,9.8,20.8
32460,108,서울,1997-10-19,16.6,8.8,22.6
32461,108,서울,1997-10-20,19.1,13.3,24.9
32462,108,서울,1997-10-21,18.4,13.3,23.4
32463,108,서울,1997-10-22,15.6,8.2,23.1
32464,108,서울,1997-10-23,17.4,11.0,23.6
32465,108,서울,1997-10-24,11.1,5.5,17.9
32466,108,서울,1997-10-25,7.2,3.5,12.3
32467,108,서울,1997-10-26,7.6,3.2,12.4
32468,108,서울,1997-10-27,7.4,2.7,12.2
32469,108,서울,1997-10-28,8.1,3.0,13.2
32470,108,서울,1997-10-29,8.6,5.4,14.5
32471,108,서울,1997-10-30,3.9,0.5,7.9
32472,108,서울,1997-10-31,3.1,-2.0,9.5
32473,108,서울,1997-11-01,5.7,-0.4,12.7
32474,108,서울,1997-11-02,8.4,1.9,15.9
32475,108,서울,1997-11-03,10.7,5.2,16.7
32476,108,서울,1997-11-04,11.4,7.8,16.8
32477,108,서울,1997-11-05,10.0,6.1,15.6
32478,108,서울,1997-11-06,10.0,4.6,16.6
32479,108,서울,1997-11-07,10.5,4.1,17.2
32480,108,서울,1997-11-08,11.0,5.4,17.4
32481,108,서울,1997-11-09,11.1,5.2,17.2
32482,108,서울,1997-11-10,12.6,8.2,18.7
32483,108,서울,1997-11-11,13.5,6.3,20.2
32484,108,서울,1997-11-12,12.6,11.4,14.6
32485,108,서울,1997-11-13,12.2,9.0,16.1
32486,108,서울,1997-11-14,10.1,8.5,12.3
32487,108,서울,1997-11-15,8.9,4.3,13.7
32488,108,서울,1997-11-16,9.6,5.2,15.5
32489,108,서울,1997-11-17,3.0,0.1,7.5
32490,108,서울,1997-11-18,-0.1,-3.2,3.6
32491,108,서울,1997-11-19,2.2,-3.2,7.4
32492,108,서울,1997-11-20,7.1,0.2,13.3
32493,108,서울,1997-11-21,8.7,7.4,10.6
32494,108,서울,1997-11-22,10.9,6.9,16.9
32495,108,서울,1997-11-23,8.2,5.3,12.5
32496,108,서울,1997-11-24,9.5,3.9,15.3
32497,108,서울,1997-11-25,11.7,9.4,12.9
32498,108,서울,1997-11-26,9.2,3.3,13.0
32499,108,서울,1997-11-27,4.2,0.1,8.3
32500,108,서울,1997-11-28,9.0,4.5,12.3
32501,108,서울,1997-11-29,7.7,6.2,9.3
32502,108,서울,1997-11-30,5.6,3.1,9.7
32503,108,서울,1997-12-01,-1.1,-6.2,3.1
32504,108,서울,1997-12-02,-6.6,-9.0,-2.9
32505,108,서울,1997-12-03,-7.0,-11.0,-3.5
32506,108,서울,1997-12-04,-0.9,-6.8,5.2
32507,108,서울,1997-12-05,3.8,-1.7,9.5
32508,108,서울,1997-12-06,5.8,3.2,7.6
32509,108,서울,1997-12-07,6.1,5.0,8.0
32510,108,서울,1997-12-08,1.5,-1.6,5.4
32511,108,서울,1997-12-09,-4.5,-7.9,-1.6
32512,108,서울,1997-12-10,-7.4,-11.3,-3.8
32513,108,서울,1997-12-11,-4.6,-7.4,-2.4
32514,108,서울,1997-12-12,-3.5,-8.2,0.5
32515,108,서울,1997-12-13,-1.2,-5.4,3.1
32516,108,서울,1997-12-14,1.7,-2.0,5.3
32517,108,서울,1997-12-15,2.8,-0.3,6.8
32518,108,서울,1997-12-16,2.1,-1.8,6.0
32519,108,서울,1997-12-17,4.8,1.6,7.5
32520,108,서울,1997-12-18,7.7,5.4,9.2
32521,108,서울,1997-12-19,9.9,7.4,12.8
32522,108,서울,1997-12-20,6.3,3.6,9.7
32523,108,서울,1997-12-21,6.0,1.5,11.0
32524,108,서울,1997-12-22,6.2,3.9,10.3
32525,108,서울,1997-12-23,6.4,3.2,11.7
32526,108,서울,1997-12-24,5.1,1.9,9.8
32527,108,서울,1997-12-25,4.8,0.4,10.6
32528,108,서울,1997-12-26,4.6,-0.2,10.6
32529,108,서울,1997-12-27,4.3,0.8,7.9
32530,108,서울,1997-12-28,0.7,-2.2,5.1
32531,108,서울,1997-12-29,-0.6,-4.2,2.8
32532,108,서울,1997-12-30,1.1,-1.9,6.1
32533,108,서울,1997-12-31,1.1,-3.9,5.7
32534,108,서울,1998-01-01,1.9,0.2,4.5
32535,108,서울,1998-01-02,3.2,-0.8,6.5
32536,108,서울,1998-01-03,5.3,2.7,8.2
32537,108,서울,1998-01-04,-5.5,-8.3,4.5
32538,108,서울,1998-01-05,-1.3,-6.2,4.0
32539,108,서울,1998-01-06,-1.4,-4.5,1.5
32540,108,서울,1998-01-07,0.6,-3.5,4.1
32541,108,서울,1998-01-08,2.0,-0.4,4.3
32542,108,서울,1998-01-09,2.1,-1.7,6.1
32543,108,서울,1998-01-10,3.2,0.7,7.0
32544,108,서울,1998-01-11,4.1,2.2,7.3
32545,108,서울,1998-01-12,1.4,0.5,3.7
32546,108,서울,1998-01-13,1.2,-1.4,5.3
32547,108,서울,1998-01-14,2.6,-2.4,7.0
32548,108,서울,1998-01-15,1.8,0.1,4.9
32549,108,서울,1998-01-16,1.6,-2.2,6.3
32550,108,서울,1998-01-17,3.2,0.8,6.9
32551,108,서울,1998-01-18,-7.1,-11.5,1.0
32552,108,서울,1998-01-19,-9.9,-13.8,-6.2
32553,108,서울,1998-01-20,-4.3,-8.1,0.4
32554,108,서울,1998-01-21,-5.4,-8.3,-2.1
32555,108,서울,1998-01-22,-2.0,-6.3,3.1
32556,108,서울,1998-01-23,-7.3,-11.7,-3.5
32557,108,서울,1998-01-24,-11.9,-15.4,-7.9
32558,108,서울,1998-01-25,-6.7,-12.7,-1.6
32559,108,서울,1998-01-26,-2.9,-5.5,0.3
32560,108,서울,1998-01-27,-3.6,-7.2,1.1
32561,108,서울,1998-01-28,-4.8,-7.6,-0.3
32562,108,서울,1998-01-29,-2.7,-8.6,2.9
32563,108,서울,1998-01-30,2.0,-1.0,5.8
32564,108,서울,1998-01-31,-1.5,-4.4,2.3
32565,108,서울,1998-02-01,-1.7,-5.5,3.4
32566,108,서울,1998-02-02,-0.3,-5.2,5.4
32567,108,서울,1998-02-03,0.9,-2.2,5.0
32568,108,서울,1998-02-04,-0.8,-4.1,4.3
32569,108,서울,1998-02-05,-0.3,-5.7,5.1
32570,108,서울,1998-02-06,2.9,-1.3,7.3
32571,108,서울,1998-02-07,2.2,-0.8,5.8
32572,108,서울,1998-02-08,-3.6,-5.9,-0.4
32573,108,서울,1998-02-09,-4.7,-7.6,-2.0
32574,108,서울,1998-02-10,-2.7,-7.7,2.1
32575,108,서울,1998-02-11,2.4,-3.6,7.8
32576,108,서울,1998-02-12,7.4,3.8,10.6
32577,108,서울,1998-02-13,3.2,1.1,5.4
32578,108,서울,1998-02-14,2.0,-1.5,5.9
32579,108,서울,1998-02-15,2.4,-0.5,6.8
32580,108,서울,1998-02-16,3.0,-1.3,7.4
32581,108,서울,1998-02-17,4.8,-0.3,11.2
32582,108,서울,1998-02-18,6.9,1.6,11.7
32583,108,서울,1998-02-19,9.9,6.5,15.0
32584,108,서울,1998-02-20,10.3,6.6,13.1
32585,108,서울,1998-02-21,4.2,1.1,7.9
32586,108,서울,1998-02-22,5.5,-1.0,12.5
32587,108,서울,1998-02-23,7.3,2.0,14.2
32588,108,서울,1998-02-24,7.2,4.0,10.2
32589,108,서울,1998-02-25,8.6,3.3,15.0
32590,108,서울,1998-02-26,6.9,2.3,12.0
32591,108,서울,1998-02-27,4.8,3.6,6.2
32592,108,서울,1998-02-28,5.1,1.9,8.7
32593,108,서울,1998-03-01,5.9,1.6,11.3
32594,108,서울,1998-03-02,5.6,1.4,10.9
32595,108,서울,1998-03-03,6.4,1.7,12.6
32596,108,서울,1998-03-04,8.8,1.8,14.8
32597,108,서울,1998-03-05,9.6,5.1,14.8
32598,108,서울,1998-03-06,8.8,5.7,14.0
32599,108,서울,1998-03-07,9.1,4.2,15.8
32600,108,서울,1998-03-08,8.5,2.8,14.3
32601,108,서울,1998-03-09,10.0,3.8,17.1
32602,108,서울,1998-03-10,7.4,4.8,12.1
32603,108,서울,1998-03-11,5.5,3.7,7.1
32604,108,서울,1998-03-12,6.2,1.8,11.2
32605,108,서울,1998-03-13,8.2,3.8,14.6
32606,108,서울,1998-03-14,4.0,0.0,9.0
32607,108,서울,1998-03-15,3.0,-1.9,7.7
32608,108,서울,1998-03-16,5.4,1.0,10.9
32609,108,서울,1998-03-17,7.8,1.5,13.6
32610,108,서울,1998-03-18,11.4,4.3,16.6
32611,108,서울,1998-03-19,8.8,0.8,13.8
32612,108,서울,1998-03-20,-0.6,-3.2,2.5
32613,108,서울,1998-03-21,1.3,-2.1,5.3
32614,108,서울,1998-03-22,1.8,-1.8,6.1
32615,108,서울,1998-03-23,4.5,0.4,9.2
32616,108,서울,1998-03-24,7.1,2.0,12.7
32617,108,서울,1998-03-25,9.1,5.0,14.7
32618,108,서울,1998-03-26,8.8,6.0,13.3
32619,108,서울,1998-03-27,8.4,6.0,13.1
32620,108,서울,1998-03-28,9.9,4.5,16.2
32621,108,서울,1998-03-29,12.6,6.7,19.1
32622,108,서울,1998-03-30,11.7,9.5,15.0
32623,108,서울,1998-03-31,12.2,6.6,17.0
32624,108,서울,1998-04-01,6.2,3.7,13.1
32625,108,서울,1998-04-02,6.4,1.9,11.8
32626,108,서울,1998-04-03,8.0,2.9,13.6
32627,108,서울,1998-04-04,10.5,3.2,17.0
32628,108,서울,1998-04-05,11.1,8.2,13.1
32629,108,서울,1998-04-06,17.7,11.0,25.1
32630,108,서울,1998-04-07,16.4,11.3,21.3
32631,108,서울,1998-04-08,16.4,12.8,20.6
32632,108,서울,1998-04-09,16.0,12.5,20.3
32633,108,서울,1998-04-10,14.4,11.0,19.6
32634,108,서울,1998-04-11,17.3,10.0,26.3
32635,108,서울,1998-04-12,15.9,12.3,20.4
32636,108,서울,1998-04-13,14.9,11.5,20.7
32637,108,서울,1998-04-14,14.0,10.2,19.8
32638,108,서울,1998-04-15,13.8,10.5,17.8
32639,108,서울,1998-04-16,15.5,9.7,21.3
32640,108,서울,1998-04-17,15.4,12.5,20.2
32641,108,서울,1998-04-18,15.2,10.2,21.0
32642,108,서울,1998-04-19,16.8,10.1,23.0
32643,108,서울,1998-04-20,19.5,13.0,25.2
32644,108,서울,1998-04-21,21.2,17.9,25.7
32645,108,서울,1998-04-22,20.5,16.5,24.7
32646,108,서울,1998-04-23,21.0,18.3,24.9
32647,108,서울,1998-04-24,16.6,12.3,20.9
32648,108,서울,1998-04-25,15.0,11.7,19.6
32649,108,서울,1998-04-26,14.7,11.5,19.3
32650,108,서울,1998-04-27,18.1,11.9,25.0
32651,108,서울,1998-04-28,19.5,13.9,25.3
32652,108,서울,1998-04-29,19.3,15.7,25.2
32653,108,서울,1998-04-30,21.0,16.2,26.2
32654,108,서울,1998-05-01,18.5,14.4,21.6
32655,108,서울,1998-05-02,16.1,11.7,21.6
32656,108,서울,1998-05-03,17.5,11.2,24.3
32657,108,서울,1998-05-04,18.5,11.5,24.7
32658,108,서울,1998-05-05,20.0,13.5,26.5
32659,108,서울,1998-05-06,21.1,14.7,26.9
32660,108,서울,1998-05-07,18.4,15.8,23.0
32661,108,서울,1998-05-08,18.2,14.7,23.5
32662,108,서울,1998-05-09,17.4,11.2,23.2
32663,108,서울,1998-05-10,17.2,14.3,21.3
32664,108,서울,1998-05-11,14.1,10.4,16.6
32665,108,서울,1998-05-12,13.4,12.0,16.1
32666,108,서울,1998-05-13,16.7,11.0,23.7
32667,108,서울,1998-05-14,20.2,12.4,27.2
32668,108,서울,1998-05-15,22.7,16.8,28.1
32669,108,서울,1998-05-16,16.0,13.4,21.3
32670,108,서울,1998-05-17,16.0,13.0,19.1
32671,108,서울,1998-05-18,18.1,15.0,22.0
32672,108,서울,1998-05-19,20.3,13.6,26.6
32673,108,서울,1998-05-20,21.8,15.0,28.2
32674,108,서울,1998-05-21,24.4,16.6,31.4
32675,108,서울,1998-05-22,23.5,19.4,28.6
32676,108,서울,1998-05-23,24.5,19.2,29.4
32677,108,서울,1998-05-24,19.8,16.0,23.0
32678,108,서울,1998-05-25,18.6,13.7,24.7
32679,108,서울,1998-05-26,19.2,12.1,25.1
32680,108,서울,1998-05-27,20.7,13.3,27.6
32681,108,서울,1998-05-28,20.9,16.4,27.3
32682,108,서울,1998-05-29,19.3,16.3,22.7
32683,108,서울,1998-05-30,18.3,13.3,24.8
32684,108,서울,1998-05-31,19.0,12.8,23.9
32685,108,서울,1998-06-01,19.1,14.8,23.8
32686,108,서울,1998-06-02,16.5,15.2,18.4
32687,108,서울,1998-06-03,15.1,13.6,16.8
32688,108,서울,1998-06-04,15.3,13.4,19.1
32689,108,서울,1998-06-05,15.6,13.2,18.6
32690,108,서울,1998-06-06,18.4,14.5,22.0
32691,108,서울,1998-06-07,19.4,14.6,25.0
32692,108,서울,1998-06-08,19.4,16.2,24.2
32693,108,서울,1998-06-09,22.8,15.6,28.3
32694,108,서울,1998-06-10,24.3,19.4,29.8
32695,108,서울,1998-06-11,24.0,19.2,29.3
32696,108,서울,1998-06-12,24.9,19.0,29.5
32697,108,서울,1998-06-13,19.3,17.3,24.1
32698,108,서울,1998-06-14,20.6,15.8,26.9
32699,108,서울,1998-06-15,21.7,17.3,26.5
32700,108,서울,1998-06-16,22.3,17.2,26.9
32701,108,서울,1998-06-17,25.0,18.3,30.3
32702,108,서울,1998-06-18,23.8,20.9,27.2
32703,108,서울,1998-06-19,21.7,19.2,26.1
32704,108,서울,1998-06-20,24.0,18.7,29.7
32705,108,서울,1998-06-21,25.5,21.4,30.9
32706,108,서울,1998-06-22,25.5,19.4,31.8
32707,108,서울,1998-06-23,25.2,19.3,31.0
32708,108,서울,1998-06-24,25.6,20.8,30.9
32709,108,서울,1998-06-25,22.0,20.8,24.2
32710,108,서울,1998-06-26,21.2,20.4,22.8
32711,108,서울,1998-06-27,23.1,19.6,27.7
32712,108,서울,1998-06-28,24.4,21.3,28.9
32713,108,서울,1998-06-29,26.0,21.6,31.0
32714,108,서울,1998-06-30,24.6,22.0,28.8
32715,108,서울,1998-07-01,22.2,21.2,23.4
32716,108,서울,1998-07-02,21.9,20.9,22.8
32717,108,서울,1998-07-03,23.2,21.3,26.6
32718,108,서울,1998-07-04,25.0,21.1,29.8
32719,108,서울,1998-07-05,25.1,20.7,30.6
32720,108,서울,1998-07-06,26.6,23.1,29.8
